type,chapter,location,japanese,english,row
text,The Vanished Princess,"Truce Canyon, 600 A.D.",マール「話し方もふつうでいーの！ ルッカの方がスゴいんだよ！ 私は王女かもしれないけど、なんにも 出来ないんだから。[END],"Marle: Talking normally is fine too! You're more amazing that I am! I might be a princess, but I can't do a thing.",2509
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ルッカ「では、お言葉にあまえて……。[END],"Lucca: Then, taking you up on that......",2511
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ルッカ「私は、このひずみに 『ゲート』って名付けたんだけど……[END],"Lucca: I named this distortion a ""Gate""......",2514
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ゲートは、違う時代の同じ場所に つながっている『門』の様な物なのよ。[END],"A Gate is something like a ""gateway"" that links the same place in different eras.",2517
text,The Vanished Princess,"Truce Canyon, 600 A.D.",出たり消えたりするのは ゲート自体が不安定だからなの。 そこでテレポッドの原理を応用して この……[END],"The Gate itself is unstable when it comes to appearing and disappearing. Accordingly, I applied the principles of the Telepod, and use this......",2523
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ルッカ「ゲートホルダーを使って ゲートを安定させてるってワケ。[END],Lucca: Gate Holder to stabilize the Gate.,2526
text,The Vanished Princess,"Truce Canyon, 600 A.D.",マール「けど何で、このゲートが あの時突然現われたの？[END],Marle: But why did this Gate appear all of a sudden back then?,2529
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ルッカ「テレポッドのえいきょうか あるいはもっと別の何か……[END],"Lucca: It could have been the Telepod's effect, or possibly another something......",2532
text,The Vanished Princess,"Truce Canyon, 600 A.D.",マール「何だかムズかしいんだね……。 とにかく帰ろうよ私達の時代へ！[END],"Marle: This's kinda complicated...... Anyhow, let's return to our era!",2536
text,The Vanished Princess,"Truce Canyon, 600 A.D.",ルッカ「うん、そうね。 帰りましょ　クロノ！[END],"Lucca: Yeah, okay. Let's return, Crono!",2540
chapter,,,,,2541
location,I'm Home!,,,,2543
text,I'm Home!,"Leene Square, 1000 A.D.",マール「わーい！ やっと帰って来られた！[END],Marle: Yaaay! We finally made it back!,2547
text,I'm Home!,"Leene Square, 1000 A.D.",マール「ね、クロノ、ルッカ！ お城までいっしょに来てくれる？ 色々お世話になっちゃったし！[END],"Marle: Hey, Crono, Lucca! Will you come with me to the castle? I owe you one!",2551
text,I'm Home!,"Leene Square, 1000 A.D.",ルッカ「ゴメンなさいねマール。 大変な目にあわせて。[END],"Lucca: I'm sorry, Marle. For making you go through all that.",2555
text,I'm Home!,"Leene Square, 1000 A.D.",マール「ううん、スリルあって とっても楽しかったよ！ ステキな友達も出来たし！[END],"Marle: Nah, it was thrilling and really fun. I made great friends, for one thing!",2559
text,I'm Home!,"Leene Square, 1000 A.D.",ルッカ「お城へは、クロノ あんたが送りなさいよ。 ちゃ～んとエスコートしてあげるのよ。,"Lucca: Crono, you see her off to the castle. Do a good job of escorting her.",2564
text,I'm Home!,"Leene Square, 1000 A.D.",私はゲートの出てきた原因を 調べてみるわ。[END],I'll try investigating the cause of the Gate's appearance.,2567
text,I'm Home!,"Leene Square, 1000 A.D.",マール「またねー　ルッカ！[END],"Marle: Later, Lucca!",2569
text,I'm Home!,"Leene Square, 1000 A.D.",マール「じゃ、お城までエスコートして クロノ！[END],"Marle: Well then, escort me to the castle, Crono!",2572
text,I'm Home!,"Leene Square, 1000 A.D.",[Young Woman] 王女様がお城をぬけ出したそうよ。[END],[Young Woman] I hear the Princess slipped out of the castle.,2575
text,I'm Home!,"Leene Square, 1000 A.D.",[Man] 広場の商人は新商品の しいれのためみんな家に帰ったよ。 町のグッズマーケットによってみな。[END],[Man] The merchants in the square have all gone home to stock up on new merchandise. Try going to the town goods market.,2581
location,I'm Home!,,,,2583
text,I'm Home!,"Crono's House, Truce, 1000 A.D.",ジナ「お帰り、クロノ。[END],"Jina: Welcome home, Crono.",2586
location,I'm Home!,,,,2588
text,I'm Home!,"Truce Residence, 1000 A.D.",[Young Woman] ねえ、知ってる？ なんでも昔は、西の森に修道院が たっていたことがあったんだって。,"[Young Woman] Hey, did you know? I hear that an abbey was built in the western forest long ago.",2594
text,I'm Home!,"Truce Residence, 1000 A.D.",でも、どうしてなくなって しまったのかしらね……。[END],But I wonder why it's gone now......?,2597
location,I'm Home!,,,,2599
text,I'm Home!,"Truce Residence, 1000 A.D.",[Young Man] ははっ、年がいもなく シルバーポイントをためるのに 夢中になっちまったよ。[END],"[Young Man] Ha, ha, I'm getting caught up in collecting silver points despite my age.",2605
location,I'm Home!,,,,2607
text,I'm Home!,"Truce Market, 1000 A.D.",[Man] 今日もエレインさんは船つき場か。 フリッツのやつ……。 本当に、どこいっちまったんだ……[END],[Man] Elaine-san is at the pier again today? That Fritz...... Just where has he gone......?,2613
text,I'm Home!,"Truce Market, 1000 A.D.",[Man] あっ！ いらっしゃいませ なんのご用でしょうか？[END],[Man] Ah! Welcome. What did you want?,2618
text,I'm Home!,"Truce Market, 1000 A.D.",お金がたりません。[END],You don't have enough money.,2620
text,I'm Home!,"Truce Market, 1000 A.D.",まいど、ありがとうございました。[END],"Thank you, and come again.",2622
location,I'm Home!,,,,2624
text,I'm Home!,"Lucca's House, 1000 A.D.",ララ「ルッカもタバンも発明で いそがしくて。[END],Lara: Lucca and Taban are both busy with inventions.,2628
text,I'm Home!,"Lucca's House, 1000 A.D.",ルッカ「うーん…… 2本足で完全なバランスをとって あるくロボットの小型化は やはりむずかしい。,Lucca: Hmmm...... The miniaturization of robots that balance perfectly on two legs and walk really is difficult.,2633
text,I'm Home!,"Lucca's House, 1000 A.D.",あ！　クロノ！　早く王女を お城までつれていってやりなよ。[END],Ah! Crono! Hurry up and take the princess to the castle.,2636
text,I'm Home!,"Lucca's House, 1000 A.D.",タバン「ほら、これが今日のかせぎで 手に入れたリンゴだ。[END],"Taban: Look, I got these apples with what we earned today.",2639
text,I'm Home!,"Lucca's House, 1000 A.D.",ララ「いつもすまないね。[END],Lara: Thanks for always.,2641
location,I'm Home!,,,,2643
text,I'm Home!,"Guardia Castle, 1000 A.D.",[Chancellor] 「マールディア様～！[END],[Chancellor] Marledia-samaaa!,2647
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「ご無事でしたか？ 一体、今までどこに！？,Chancellor: You're safe? Where on earth have you BEEN!?,2650
text,I'm Home!,"Guardia Castle, 1000 A.D.",何者かにさらわれたという情報もあり 兵士達に国中を探させていたのですぞ！[END],"There were even reports that you were kidnapped by someone, and we had the soldiers searching all over the country!",2654
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「ム！　そこのムサいヤツ！ そうか、お前だなッ！？ マールディア様をさらったのは！[END],"Chancellor: Hey! You scum there! That's it, it's you, isn't it!? The one who kidnapped Marledia-sama!",2658
text,I'm Home!,"Guardia Castle, 1000 A.D.",マール「違うよ！　クロノは……[END],Marle: You're wrong! Crono......,2660
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「えーい！　ひっとらえろ！ マールディア様をまどわせ 王家転ぷくをくわだてる テロリストめッ！！[END],"Chancellor: Hey! Arrest him! You damn terrorist, misleading Marledia-sama and plotting to overthrow the royal family!!",2666
text,I'm Home!,"Guardia Castle, 1000 A.D.",マール「や、やめてーッ！[END],"Marle: S, stop it!",2668
text,I'm Home!,"Guardia Castle, 1000 A.D.",マール「やめなさ～いッ！！[END],Marle: Stoooop!!,2670
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「な、何をしておる！[END],"Chancellor: Wh, what are you doing!",2672
text,I'm Home!,"Guardia Castle, 1000 A.D.",兵士「しかしマールディア様が……[END],Soldier: But Marledia-sama......,2674
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「かまわ～ん！　ひっとらえ～いッ！！[END],Chancellor: I don't caaare! Arrest him!!,2677
text,I'm Home!,"Guardia Castle, 1000 A.D.",マール「クロノーッ！！[END],Marle: Cronoooo!!,2680
text,I'm Home!,"Guardia Castle, 1000 A.D.",[Pierre] 私がベンゴシのピエールです。[END],[Pierre] I am the lawyer Pierre.,2683
text,I'm Home!,"Guardia Castle, 1000 A.D.",[Chancellor] 私がケンジの大臣じゃ！[END],"[Chancellor] I'm the the public prosecutor, the Chancellor!",2686
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「ようこそみなさん。,"Chancellor: Welcome, everyone.",2688
text,I'm Home!,"Guardia Castle, 1000 A.D.",マールディア王女ゆうかいの罪で うたがわれているクロノという 男をここに連れてまいりましょう。[END],"Let us bring in the man called Crono, who is suspected in the crime of kidnapping Princess Marledia.",2692
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「この男をどうしましょう… 火あぶり？　くすぐりのけい？ さかさづり？,Chancellor: What shall we do with this man... Burning at the stake? The tickling sentence? Hanging upside-down?,2696
text,I'm Home!,"Guardia Castle, 1000 A.D.",それとも……ギロチンでクビを……。[END],Or...... his neck with a guillotine......,2698
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「それを決めるのはみなさんです。 さ、始めましょう。[END],"Chancellor: It will be all of you who decide that. Now, let us begin.",2704
text,I'm Home!,"Guardia Castle, 1000 A.D.",裁判長「では、ヒコク人クロノ！ 証言だいにつきなさい。[END],"Presiding Judge: Well then, defendant Crono! Take the witness stand.",2708
text,I'm Home!,"Guardia Castle, 1000 A.D.",ピエール「まずは私からいきましょう。 クロノに本当にゆうかいの いしがあったのか？　……いや無い。[END],"Pierre: I will begin. Did Crono truly have the intent to kidnap? ......no, he didn't.",2712
text,I'm Home!,"Guardia Castle, 1000 A.D.",ピエール「ケンジがわはヒコクが計画的に 王女をさらったと言いますが そうでしょうか？　……いやちがう。,"Pierre: The prosecution says the defendant deliberately kidnapped the princess, but is that the case? ......no, it's wrong.",2720
text,I'm Home!,"Guardia Castle, 1000 A.D.",2人はぐうぜん出会ったのであって 決して故意ではありません。[END],"The two met by chance, and it was by no means intentional.",2723
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「はたしてそうでしょうか？ どっちがきっかけをつくりましたか？ 私です。 マールです。[END],Chancellor: Is that really so? Which of you made the first move? I did. Marle did.,2728
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「よろしい！ 聞いての通りぐうぜんをよそおって ヒコクは王女に近づきました。[END],"Chancellor: Good! As you have heard, feigning chance, the defendant approached the princess.",2732
text,I'm Home!,"Guardia Castle, 1000 A.D.",大臣「本当にそう言い切れますか？ あなたからぶつかったという目撃者が いるのです。[END],Chancellor: Can you really say that with certainty? There are witnesses who say it was you who collided with her.,2736
